area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Rural,County,47069,"Hardeman County, TN",1714.918432500,0.000000000,0.000000000,0.982372090,0.522879430,0.560592101,0.166021743,0.421165776,0.135741048
Rural,County,47071,"Hardin County, TN",1529.954562500,0.000000000,0.000000000,0.903476764,0.434216867,0.510223752,0.153184165,0.412736661,0.114974182
Rural,County,47073,"Hawkins County, TN",1343.726702500,0.000000000,0.000000000,0.786391785,0.467978365,0.517676570,0.277729874,0.395312378,0.170337854
Rural,County,47075,"Haywood County, TN",1355.734607500,0.000000000,0.000000000,0.982208065,0.642218942,0.707637324,0.259265014,0.566544946,0.200372931
Rural,County,47077,"Henderson County, TN",1354.049287500,0.000000000,0.000000000,0.944457410,0.462543757,0.643251653,0.233994555,0.486192143,0.179229872
Rural,County,47079,"Henry County, TN",1534.799857500,0.000000000,0.000000000,0.929448905,0.436483426,0.573810994,0.183446572,0.403060874,0.124768376
Rural,County,47081,"Hickman County, TN",1621.488505000,0.000000000,0.000000000,0.755554112,0.310380668,0.411523970,0.129530986,0.285176043,0.104781084
Rural,County,47083,"Houston County, TN",548.150330000,0.000000000,0.000000000,0.649308224,0.198116833,0.337817064,0.096272098,0.252498078,0.079554189
Rural,County,47085,"Humphreys County, TN",1468.651047500,0.000000000,0.000000000,0.822635014,0.357096751,0.485117980,0.154988166,0.365774941,0.126945421
Rural,County,47087,"Jackson County, TN",872.890427500,0.000000000,0.000000000,0.476046820,0.138530228,0.103173645,0.040666104,0.043320864,0.016290576
Rural,County,47089,"Jefferson County, TN",859.197202500,0.000000000,0.000000000,0.993257325,0.883780802,0.939806301,0.770994238,0.795390462,0.489885987
Rural,County,47091,"Johnson County, TN",855.510565000,0.000000000,0.000000000,0.818025117,0.413075597,0.463678897,0.177665600,0.357424280,0.117089387
Rural,County,47093,"Knox County, TN",684.871915000,0.000000000,0.000000000,0.999384805,0.906182713,0.983235927,0.923869579,0.933097508,0.784220240
Rural,County,47095,"Lake County, TN",501.172035000,0.000000000,0.000000000,0.881883144,0.486548970,0.684951660,0.297814208,0.567885666,0.214165616
Rural,County,47097,"Lauderdale County, TN",1269.256625000,0.000000000,0.000000000,0.832199170,0.400248963,0.539419087,0.194854772,0.415435685,0.134356846
Rural,County,47099,"Lawrence County, TN",1601.896660000,0.000000000,0.000000000,0.802801157,0.465807470,0.587519726,0.285770647,0.460415571,0.208705944
Rural,County,47101,"Lewis County, TN",745.332770000,0.000000000,0.000000000,0.693894856,0.224279254,0.385811193,0.113623516,0.318117581,0.101328434
Rural,County,47103,"Lincoln County, TN",1488.242892500,0.000000000,0.000000000,0.915776063,0.470804728,0.652558567,0.271356784,0.503928091,0.182390827
Rural,County,47105,"Loudon County, TN",581.751397500,0.000000000,0.000000000,0.999275756,0.875973203,0.920514213,0.770595691,0.832880681,0.569074778
Rural,County,47107,"McMinn County, TN",1137.380335000,0.000000000,0.000000000,0.962030006,0.646138174,0.627708835,0.274495277,0.467679200,0.168734951
Rural,County,47109,"McNairy County, TN",1460.856442500,0.000000000,0.000000000,0.954358642,0.559016512,0.635878578,0.253442930,0.524406951,0.216958685
Rural,County,47111,"Macon County, TN",822.225495000,0.000000000,0.000000000,0.758775301,0.348449910,0.330899308,0.121957469,0.160773764,0.040097361
Rural,County,47113,"Madison County, TN",1323.186865000,0.000000000,0.000000000,0.986069097,0.635408374,0.748925330,0.480257921,0.608740646,0.343018628
Rural,County,47115,"Marion County, TN",1380.909075000,0.000000000,0.000000000,0.937376049,0.500839054,0.582684973,0.240198322,0.445995423,0.173913043
Rural,County,47117,"Marshall County, TN",977.380267500,0.000000000,0.000000000,0.969285483,0.654811941,0.769048389,0.318461041,0.562129540,0.244422890
Rural,County,47119,"Maury County, TN",1522.686620000,0.000000000,0.000000000,0.934975097,0.572219148,0.736579967,0.373824018,0.566062535,0.287216381
Rural,County,47121,"Meigs County, TN",595.760620000,0.000000000,0.000000000,0.978076379,0.620579915,0.576555870,0.201909477,0.392857143,0.114745403
Rural,County,47123,"Monroe County, TN",1772.219312500,0.000000000,0.000000000,0.629658247,0.364517088,0.337711738,0.180564636,0.254026746,0.110133730
Rural,County,47125,"Montgomery County, TN",1182.883975000,0.000000000,0.000000000,0.971772039,0.682813891,0.847551202,0.533926981,0.680676759,0.419590383
Rural,County,47127,"Moore County, TN",349.282570000,0.000000000,0.000000000,0.909227986,0.478588661,0.482207479,0.141435464,0.340772014,0.104644150
Rural,County,47129,"Morgan County, TN",1448.637872500,0.000000000,0.000000000,0.678179306,0.277975714,0.291936305,0.143823166,0.157638333,0.054315422
Rural,County,47131,"Obion County, TN",1418.618110000,0.000000000,0.000000000,0.946539947,0.609964360,0.785714286,0.270641521,0.628823879,0.215770716
Rural,County,47133,"Overton County, TN",1195.839872500,0.000000000,0.000000000,0.826125253,0.455121994,0.366951467,0.125341319,0.220029948,0.056725095
Rural,County,47135,"Perry County, TN",1110.204550000,0.000000000,0.000000000,0.664136622,0.211290323,0.351423150,0.114611006,0.272485769,0.096299810
Rural,County,47137,"Pickett County, TN",481.790855000,0.000000000,0.000000000,0.762571054,0.325535636,0.144731089,0.033012680,0.105378225,0.027328378
Rural,County,47139,"Polk County, TN",1218.591692500,0.000000000,0.000000000,0.797994641,0.382314807,0.266142277,0.088339528,0.183075460,0.047627280
Rural,County,47141,"Putnam County, TN",976.432275000,0.000000000,0.000000000,0.923948220,0.536677454,0.503020496,0.202912621,0.338834951,0.112621359
Rural,County,47143,"Rhea County, TN",898.591557500,0.000000000,0.000000000,0.902004454,0.566639315,0.576251319,0.214042902,0.409330676,0.116867894
Rural,County,47145,"Roane County, TN",1002.449402500,0.000000000,0.000000000,0.976358096,0.672585899,0.735946202,0.474098981,0.509404224,0.230534832
Rural,County,47147,"Robertson County, TN",1217.538367500,0.000000000,0.000000000,0.978285319,0.716930530,0.893675924,0.634137901,0.754996107,0.464919111
Rural,County,47149,"Rutherford County, TN",1281.053865000,0.000000000,0.000000000,0.992106561,0.780710409,0.915885545,0.634928466,0.766074659,0.493257688
Rural,County,47151,"Scott County, TN",1486.241575000,0.000000000,0.000000000,0.621190645,0.303260099,0.352941176,0.187030475,0.205811481,0.070871722
Rural,County,47153,"Sequatchie County, TN",723.634275000,0.000000000,0.000000000,0.960116448,0.476855895,0.488064047,0.156768559,0.363755459,0.099708879
Rural,County,47155,"Sevier County, TN",1525.635930000,0.000000000,0.000000000,0.817384700,0.542184479,0.638014361,0.450289975,0.456917978,0.256351837
Rural,County,47157,"Shelby County, TN",993.285475000,0.000000000,0.000000000,0.937009544,0.701060445,0.873064687,0.775397667,0.801166490,0.681972428
Rural,County,47159,"Smith County, TN",885.530327500,0.000000000,0.000000000,0.750089211,0.433567265,0.474485548,0.167955275,0.318781967,0.098251457
Rural,County,47161,"Stewart County, TN",1306.544330000,0.000000000,0.000000000,0.752176717,0.313930990,0.447355692,0.165833602,0.312641084,0.122863592
Rural,County,47163,"Sullivan County, TN",903.226187500,0.000000000,0.000000000,0.967813411,0.730845481,0.814577259,0.655043732,0.704373178,0.458542274
Rural,County,47165,"Sumner County, TN",1209.217100000,0.000000000,0.000000000,0.979878049,0.689198606,0.815156794,0.478484321,0.652003484,0.363937282
Rural,County,47167,"Tipton County, TN",1158.025505000,0.000000000,0.000000000,0.928233582,0.600600327,0.752774240,0.342459523,0.601782791,0.254502456
Rural,County,47169,"Trousdale County, TN",316.102832500,0.000000000,0.000000000,0.902032656,0.661446185,0.595801400,0.230923026,0.394868377,0.102632456
Rural,County,47171,"Unicoi County, TN",515.391922500,0.000000000,0.000000000,0.827099939,0.489679133,0.304721030,0.122419783,0.218066626,0.063151441
Rural,County,47173,"Union County, TN",695.826495000,0.000000000,0.000000000,0.901453224,0.514532243,0.466848320,0.245382985,0.274598850,0.119285498
Rural,County,47175,"Van Buren County, TN",748.492745000,0.000000000,0.000000000,0.915705038,0.537714607,0.289614410,0.073459049,0.172248804,0.041514213
Rural,County,47177,"Warren County, TN",1141.804300000,0.000000000,0.000000000,0.951937269,0.649907749,0.549169742,0.162638376,0.359501845,0.098985240
Rural,County,47179,"Washington County, TN",722.791615000,0.000000000,0.000000000,0.976683183,0.805741766,0.876566599,0.761877004,0.804284465,0.572719324
Rural,County,47181,"Wayne County, TN",1927.795415000,0.000000000,0.000000000,0.619822970,0.179597858,0.267183914,0.070101628,0.198666812,0.058955305
Rural,County,47183,"Weakley County, TN",1497.512152500,0.000000000,0.000000000,0.829007526,0.432651052,0.520433284,0.194204122,0.390166702,0.123725118
Rural,County,47185,"White County, TN",1017.827947500,0.000000000,0.000000000,0.880575391,0.466521784,0.353720377,0.083203974,0.202525096,0.040774087
Rural,County,47187,"Williamson County, TN",1253.562082500,0.000000000,0.000000000,0.965885220,0.743803042,0.883119066,0.605411310,0.742038484,0.464582808
Rural,County,47189,"Wilson County, TN",1381.751735000,0.000000000,0.000000000,0.980637292,0.726787620,0.814682116,0.487269401,0.661457539,0.364003659
Rural,County,48001,"Anderson County, TX",2476.156410000,0.000000000,0.000000000,0.963714480,0.572273269,0.589671601,0.210779309,0.411179173,0.127956440
Rural,County,48003,"Andrews County, TX",3332.404302500,0.000000000,0.000000000,0.998040269,0.695040617,0.784587666,0.212915257,0.538072510,0.119480355
Rural,County,48005,"Angelina County, TX",1941.172642500,0.000000000,0.000000000,0.985729014,0.475446307,0.595583048,0.239188236,0.437137121,0.178631505
Rural,County,48007,"Aransas County, TX",1141.277637500,0.000000000,0.000000000,0.999723120,0.497277342,0.908721735,0.683248731,0.735856022,0.548038763
Rural,County,48009,"Archer County, TX",2130.349812500,0.000000000,0.000000000,0.997873918,0.744177998,0.859431397,0.563312732,0.671050680,0.273325093
Rural,County,48011,"Armstrong County, TX",2096.854077500,0.000000000,0.000000000,0.821168433,0.416536897,0.524539107,0.169739288,0.418244838,0.119254534
Rural,County,48013,"Atascosa County, TX",2722.213130000,0.000000000,0.000000000,0.997291441,0.644134035,0.904039622,0.424276428,0.743770314,0.321660734
Rural,County,48015,"Austin County, TX",1492.561525000,0.000000000,0.000000000,1.000000000,0.879887085,0.974453070,0.707692308,0.918207481,0.580451658
Rural,County,48017,"Bailey County, TX",1865.438575000,0.000000000,0.000000000,0.988819876,0.604178430,0.508695652,0.170468662,0.393562959,0.115753811
Rural,County,48019,"Bandera County, TX",1788.440517500,0.000000000,0.000000000,0.728664821,0.519818599,0.560869309,0.339301490,0.494728783,0.280758584
Rural,County,48021,"Bastrop County, TX",1988.150937500,0.000000000,0.000000000,0.996609272,0.817748344,0.946172185,0.721165563,0.899973510,0.647576159
Rural,County,48023,"Baylor County, TX",2068.835632500,0.000000000,0.000000000,0.942772771,0.447787791,0.570744870,0.226414134,0.287561733,0.048368209
Rural,County,48025,"Bee County, TX",1971.297737500,0.000000000,0.000000000,0.997595512,0.731979695,0.900187016,0.424044884,0.765535667,0.356291745
Rural,County,48027,"Bell County, TX",2182.384067500,0.000000000,0.000000000,0.999082967,0.882619818,0.960278006,0.783918143,0.884936532,0.657946812
Rural,County,48029,"Bexar County, TX",1513.733357500,0.000000000,0.000000000,1.000000000,0.970774476,0.996381602,0.959710528,0.986222253,0.910514230
Rural,County,48031,"Blanco County, TX",1612.219245000,0.000000000,0.000000000,0.967659741,0.680256109,0.835358683,0.490722592,0.737880570,0.394028486
Rural,County,48033,"Borden County, TX",2040.501190000,0.000000000,0.000000000,0.906308074,0.290935371,0.510840388,0.088787941,0.334658270,0.072217634
Rural,County,48035,"Bosque County, TX",2298.249817500,0.000000000,0.000000000,0.973738485,0.600623310,0.677207938,0.274898025,0.492139878,0.189330400
Rural,County,48037,"Bowie County, TX",2082.844855000,0.000000000,0.000000000,0.994588854,0.611813492,0.803631031,0.347678770,0.566248609,0.244765854
Rural,County,48039,"Brazoria County, TX",3365.584040000,0.000000000,0.000000000,1.000000000,0.875657236,0.988514021,0.730126440,0.932836755,0.569103655
Rural,County,48041,"Brazos County, TX",1173.720047500,0.000000000,0.000000000,0.999910258,0.840707170,0.976397738,0.669747824,0.910347303,0.553172395
Rural,County,48043,"Brewster County, TX",13593.896452500,0.000000000,0.000000000,0.334650581,0.131430298,0.149523079,0.043484662,0.100614457,0.027150794
Rural,County,48045,"Briscoe County, TX",2062.305017500,0.000000000,0.000000000,0.728688901,0.367179120,0.406047296,0.146023801,0.326931917,0.097962102
Rural,County,48047,"Brooks County, TX",2106.965997500,0.000000000,0.000000000,0.987951807,0.301854722,0.537919312,0.123181523,0.381892716,0.090986352
Rural,County,48049,"Brown County, TX",2140.883062500,0.000000000,0.000000000,0.996506765,0.814022140,0.849889299,0.438327183,0.673899139,0.333776138
Rural,County,48051,"Burleson County, TX",1552.601050000,0.000000000,0.000000000,0.982157395,0.725576662,0.881411126,0.479850746,0.784396201,0.396540027
Rural,County,48053,"Burnet County, TX",2291.613870000,0.000000000,0.000000000,0.974168046,0.789851076,0.880446773,0.570003677,0.805295091,0.430639823
Rural,County,48055,"Caldwell County, TX",1209.322432500,0.000000000,0.000000000,0.996603083,0.790958976,0.954272276,0.796968905,0.903405627,0.686699765
Rural,County,48057,"Calhoun County, TX",2327.110922500,0.000000000,0.000000000,0.960304169,0.539356357,0.537862671,0.361924591,0.483365772,0.295930838
Rural,County,48059,"Callahan County, TX",2046.821140000,0.000000000,0.000000000,0.976430630,0.622787155,0.810261424,0.374073693,0.645687526,0.264254837
Rural,County,48061,"Cameron County, TX",2585.280880000,0.000000000,0.000000000,0.999877771,0.781901890,0.862532595,0.775586701,0.800032595,0.673932529
Rural,County,48063,"Camp County, TX",480.421532500,0.000000000,0.000000000,0.997149748,0.641087481,0.542863407,0.174303881,0.360447270,0.102828327
Rural,County,48065,"Carson County, TX",2130.139147500,0.000000000,0.000000000,0.974088909,0.753251249,0.856697819,0.491123968,0.786975226,0.336250804
Rural,County,48067,"Cass County, TX",2267.492727500,0.000000000,0.000000000,0.981511590,0.388628234,0.468667255,0.139220514,0.300738607,0.087332187
Rural,County,48069,"Castro County, TX",2048.401127500,0.000000000,0.000000000,0.997326066,0.727515812,0.845220342,0.191906207,0.680464853,0.100683910
Rural,County,48071,"Chambers County, TX",1948.019255000,0.000000000,0.000000000,0.999945928,0.890072456,0.998540067,0.811939007,0.951389640,0.528225370
Rural,County,48073,"Cherokee County, TX",2461.409860000,0.000000000,0.000000000,0.975907224,0.509286203,0.608524478,0.192271482,0.404270798,0.121490928
Rural,County,48075,"Childress County, TX",1634.128405000,0.000000000,0.000000000,0.980082506,0.601714580,0.666494779,0.219479180,0.498517468,0.139680289
Rural,County,48077,"Clay County, TX",2585.386212500,0.000000000,0.000000000,0.992585048,0.679364433,0.915991037,0.487227541,0.687634956,0.173069872
Rural,County,48079,"Cochran County, TX",1747.466175000,0.000000000,0.000000000,0.997528632,0.598010850,0.791742013,0.233273056,0.549246534,0.100421941
Rural,County,48081,"Coke County, TX",2087.163487500,0.000000000,0.000000000,0.968004037,0.571385314,0.742568761,0.313550341,0.593792581,0.192530911
Rural,County,48083,"Coleman County, TX",2892.746447500,0.000000000,0.000000000,0.990605542,0.566871791,0.766813531,0.249644977,0.586498198,0.176892546
Rural,County,48085,"Collin County, TX",1356.998597500,0.000000000,0.000000000,1.000000000,0.936272607,0.987968641,0.876115812,0.964915004,0.782348832
Rural,County,48087,"Collingsworth County, TX",2121.817880000,0.000000000,0.000000000,0.922408658,0.413373709,0.393963463,0.068059968,0.310514297,0.060613582
Rural,County,48089,"Colorado County, TX",2226.518385000,0.000000000,0.000000000,0.986611789,0.672438263,0.882486517,0.492146845,0.778834327,0.394739332
Rural,County,48091,"Comal County, TX",1177.617350000,0.000000000,0.000000000,0.999105546,0.946779964,0.994454383,0.924239714,0.970661896,0.817978533
Rural,County,48093,"Comanche County, TX",2159.210917500,0.000000000,0.000000000,0.986487146,0.749548758,0.867749646,0.412459144,0.714132397,0.325381726
Rural,County,48095,"Concho County, TX",2236.735637500,0.000000000,0.000000000,0.995950082,0.706286791,0.815964210,0.233717919,0.672474688,0.138309395
Rural,County,48097,"Cooke County, TX",2070.099622500,0.000000000,0.000000000,0.975474482,0.710985600,0.889635170,0.540222867,0.770264082,0.391339745
Rural,County,48099,"Coryell County, TX",2333.852202500,0.000000000,0.000000000,0.991966421,0.757774067,0.917723519,0.579816762,0.775375728,0.412691249
Rural,County,48101,"Cottle County, TX",2064.411667500,0.000000000,0.000000000,0.874381346,0.307464667,0.457421297,0.100107148,0.265064544,0.041736823
Rural,County,48103,"Crane County, TX",1745.991520000,0.000000000,0.000000000,1.000000000,0.662403475,0.787765444,0.228402510,0.588622104,0.142736486
Rural,County,48105,"Crockett County, TX",6244.637262500,0.000000000,0.000000000,0.855933204,0.418689382,0.572067133,0.174900902,0.402175930,0.114059206
Rural,County,48107,"Crosby County, TX",2046.083812500,0.000000000,0.000000000,0.945482625,0.698275418,0.787284427,0.330347490,0.635778636,0.199124839
Rural,County,48109,"Culberson County, TX",8415.013425000,0.000000000,0.000000000,0.753323320,0.371122794,0.431656027,0.108399049,0.310564526,0.063887846
Rural,County,48111,"Dallam County, TX",3475.129840000,0.000000000,0.000000000,0.994241028,0.798739088,0.899824200,0.308559651,0.775794132,0.204746605
Rural,County,48113,"Dallas County, TX",453.351080000,0.000000000,0.000000000,1.000000000,0.966078067,1.000000000,0.994423792,0.991171004,0.907063197
Rural,County,48115,"Dawson County, TX",2017.749370000,0.000000000,0.000000000,0.981781165,0.837909793,0.913499687,0.464084360,0.801941950,0.322144498
Rural,County,48117,"Deaf Smith County, TX",3405.505057500,0.000000000,0.000000000,0.985834029,0.671213387,0.845535245,0.309331601,0.705885992,0.198632891
Rural,County,48119,"Delta County, TX",654.536155000,0.000000000,0.000000000,0.993401995,0.708400386,0.887994850,0.465239781,0.690054715,0.288702929
Rural,County,48121,"Denton County, TX",1568.400925000,0.000000000,0.000000000,1.000000000,0.969308261,0.997380792,0.909738079,0.973270651,0.783613163
Rural,County,48123,"DeWitt County, TX",2050.718442500,0.000000000,0.000000000,0.998921362,0.778519698,0.923468077,0.480969747,0.830705224,0.418614207
Rural,County,48125,"Dickens County, TX",2058.934377500,0.000000000,0.000000000,0.905765591,0.602701182,0.744410907,0.270680923,0.543101243,0.134445183
Rural,County,48127,"Dimmit County, TX",2956.577942500,0.000000000,0.000000000,0.999608109,0.727386084,0.954041826,0.393067085,0.707328369,0.330257580
Rural,County,48129,"Donley County, TX",2147.624342500,0.000000000,0.000000000,0.871254108,0.463828535,0.614154691,0.251361028,0.510667517,0.167148953
Rural,County,48131,"Duval County, TX",4016.749555000,0.000000000,0.000000000,0.990376042,0.517831856,0.782949599,0.258457020,0.599150365,0.175329103
Rural,County,48133,"Eastland County, TX",2124.872522500,0.000000000,0.000000000,0.978783523,0.627769791,0.835473157,0.392306548,0.676944431,0.319734298
Rural,County,48135,"Ector County, TX",1835.208147500,0.000000000,0.000000000,1.000000000,0.931010733,0.998450324,0.803822533,0.970900534,0.592033519
Rural,County,48137,"Edwards County, TX",4725.953277500,0.000000000,0.000000000,0.855149665,0.340517530,0.628747186,0.212048945,0.444134888,0.130942564
Rural,County,48139,"Ellis County, TX",1987.624275000,0.000000000,0.000000000,0.999735029,0.934022258,0.985691574,0.828987811,0.941388447,0.656703763
Rural,County,48141,"El Paso County, TX",1693.746600000,0.000000000,0.000000000,0.994465174,0.876803483,0.963681592,0.855348259,0.921517413,0.710945274
Rural,County,48143,"Erath County, TX",2472.575105000,0.000000000,0.000000000,0.987092102,0.672403510,0.868791003,0.463363722,0.680966175,0.335860953
Rural,County,48145,"Falls County, TX",1767.795347500,0.000000000,0.000000000,0.999344575,0.741881666,0.854436036,0.437823989,0.706190788,0.266281356
Rural,County,48147,"Fannin County, TX",2099.066060000,0.000000000,0.000000000,0.977970695,0.657918507,0.834454035,0.400893216,0.664843436,0.293054998
Rural,County,48149,"Fayette County, TX",2181.120077500,0.000000000,0.000000000,0.999372193,0.803061767,0.972907712,0.697445308,0.906118704,0.565654127
Rural,County,48151,"Fisher County, TX",2042.186510000,0.000000000,0.000000000,0.934753456,0.475345575,0.783732205,0.281720652,0.613059625,0.190633381
Rural,County,48153,"Floyd County, TX",2260.540782500,0.000000000,0.000000000,0.965845021,0.620381157,0.890219468,0.344065980,0.705092959,0.157262010
Rural,County,48155,"Foard County, TX",1623.384490000,0.000000000,0.000000000,0.967557747,0.543926810,0.440241370,0.157344926,0.152673242,0.032896444
Rural,County,48157,"Fort Bend County, TX",1449.796530000,0.000000000,0.000000000,1.000000000,0.927855275,0.991426911,0.883318803,0.954954955,0.784437663
Rural,County,48159,"Franklin County, TX",696.037160000,0.000000000,0.000000000,1.000000000,0.804479419,0.804176755,0.314769976,0.600181598,0.161924939
Rural,County,48161,"Freestone County, TX",2067.676975000,0.000000000,0.000000000,0.973153337,0.577075904,0.718492104,0.284819154,0.521141111,0.204126337
Rural,County,48163,"Frio County, TX",2523.872032500,0.000000000,0.000000000,0.991068820,0.615917533,0.873878386,0.370268353,0.678811402,0.291306707
Rural,County,48165,"Gaines County, TX",3359.580087500,0.000000000,0.000000000,0.997460417,0.745257877,0.883680828,0.394450541,0.750650572,0.248314783
Rural,County,48167,"Galveston County, TX",1637.815042500,0.000000000,0.000000000,1.000000000,0.997363174,0.999871374,0.796707184,0.910090681,0.545565631
Rural,County,48169,"Garza County, TX",2026.491967500,0.000000000,0.000000000,0.863610375,0.468371537,0.648786319,0.285513800,0.521804668,0.168200010
Rural,County,48171,"Gillespie County, TX",2372.403897500,0.000000000,0.000000000,0.979887226,0.724637038,0.839142210,0.508502420,0.760378280,0.396927585
Rural,County,48173,"Glasscock County, TX",2016.801377500,0.000000000,0.000000000,0.999529952,0.860604794,0.831566303,0.228547553,0.596333629,0.086540972
Rural,County,48175,"Goliad County, TX",1943.068627500,0.000000000,0.000000000,0.994145389,0.574998645,0.851954247,0.318696807,0.640104082,0.258470212
Rural,County,48177,"Gonzales County, TX",2415.379557500,0.000000000,0.000000000,1.000000000,0.814661375,0.934499150,0.474510488,0.853735118,0.394138939
Rural,County,48179,"Gray County, TX",2128.453827500,0.000000000,0.000000000,0.970554758,0.612114614,0.722719850,0.260602761,0.543029643,0.183104865
Rural,County,48181,"Grayson County, TX",2195.234632500,0.000000000,0.000000000,0.999760088,0.904851015,0.977064440,0.761191881,0.903651456,0.582073797
Rural,County,48183,"Gregg County, TX",431.020590000,0.000000000,0.000000000,1.000000000,0.871212121,0.988758553,0.867546432,0.905913978,0.687683284
Rural,County,48185,"Grimes County, TX",1832.890832500,0.000000000,0.000000000,1.000000000,0.833400379,0.930176427,0.495143957,0.818458709,0.385667490
Rural,County,48187,"Guadalupe County, TX",1475.392327500,0.000000000,0.000000000,1.000000000,0.931034483,0.983936603,0.868351539,0.955950596,0.757407011
Rural,County,48189,"Hale County, TX",2256.222150000,0.000000000,0.000000000,0.999579832,0.858496732,0.956582633,0.538888889,0.843557423,0.317086835
Rural,County,48191,"Hall County, TX",2074.312922500,0.000000000,0.000000000,0.806784136,0.431930127,0.338902148,0.102625298,0.224953029,0.054334027
Rural,County,48193,"Hamilton County, TX",1908.098237500,0.000000000,0.000000000,0.977753243,0.641346950,0.773502622,0.305658294,0.585647254,0.227491030
Rural,County,48195,"Hansford County, TX",2140.040402500,0.000000000,0.000000000,0.910272186,0.433036373,0.562140080,0.085593345,0.349214943,0.060934193
Rural,County,48197,"Hardeman County, TX",1603.687312500,0.000000000,0.000000000,0.948177340,0.658522167,0.743711002,0.459047619,0.533004926,0.130377668
Rural,County,48199,"Hardin County, TX",2039.974527500,0.000000000,0.000000000,0.965146899,0.396602468,0.618113285,0.235090618,0.424743120,0.176795580
Rural,County,48201,"Harris County, TX",1079.658125000,0.000000000,0.000000000,1.000000000,0.959804878,0.999902439,0.990048780,0.997268293,0.918341463
Rural,County,48203,"Harrison County, TX",2099.171392500,0.000000000,0.000000000,0.992423102,0.577249235,0.773997692,0.369060164,0.537809223,0.280194691
Rural,County,48205,"Hartley County, TX",3366.532032500,0.000000000,0.000000000,0.935108413,0.660492475,0.710553487,0.214730453,0.575889365,0.158505679
Rural,County,48207,"Haskell County, TX",2076.103575000,0.000000000,0.000000000,0.969457128,0.452207002,0.686199899,0.188533739,0.513597159,0.119482496
Rural,County,48209,"Hays County, TX",1393.970305000,0.000000000,0.000000000,0.998866556,0.923983678,0.973401844,0.870107299,0.937585008,0.775578057
Rural,County,48211,"Hemphill County, TX",2123.187202500,0.000000000,0.000000000,0.937391477,0.344198045,0.516049015,0.135139158,0.384035323,0.102148137
Rural,County,48213,"Henderson County, TX",2153.522962500,0.000000000,0.000000000,0.999755441,0.810222548,0.780288579,0.428809000,0.614477867,0.305306921
Rural,County,48215,"Hidalgo County, TX",2792.996570000,0.000000000,0.000000000,0.999773722,0.832327651,0.958138482,0.727183587,0.873887464,0.631505506
Rural,County,48217,"Hill County, TX",2258.012802500,0.000000000,0.000000000,0.994402202,0.829547045,0.934039278,0.557727294,0.797126464,0.419461678
Rural,County,48219,"Hockley County, TX",2036.709220000,0.000000000,0.000000000,0.999534547,0.855192387,0.931009516,0.435560612,0.806733554,0.220624741
Rural,County,48221,"Hood County, TX",930.507305000,0.000000000,0.000000000,0.993208060,0.777563957,0.869594748,0.554335522,0.742359067,0.444079692
Rural,County,48223,"Hopkins County, TX",1838.578787500,0.000000000,0.000000000,0.997479232,0.630421083,0.843483243,0.389745059,0.634087654,0.258722429
Rural,County,48225,"Houston County, TX",2863.674677500,0.000000000,0.000000000,0.900172877,0.385956523,0.562842535,0.179902159,0.425276787,0.120351639
Rural,County,48227,"Howard County, TX",1982.884312500,0.000000000,0.000000000,0.995059761,0.828419655,0.856254980,0.452377158,0.717875166,0.297742364
Rural,County,48229,"Hudspeth County, TX",10072.946975000,0.000000000,0.000000000,0.761884346,0.323256300,0.333138137,0.097469413,0.271546586,0.061162815
Rural,County,48231,"Hunt County, TX",2013.957400000,0.000000000,0.000000000,0.999895397,0.886140167,0.969717573,0.623797071,0.861453975,0.466056485
Rural,County,48233,"Hutchinson County, TX",2050.086447500,0.000000000,0.000000000,0.886862251,0.377896522,0.586600216,0.204079536,0.476853517,0.157735190
Rural,County,48235,"Irion County, TX",2351.864060000,0.000000000,0.000000000,0.970709423,0.466902544,0.757972053,0.252911143,0.598486206,0.155768542
Rural,County,48237,"Jack County, TX",2120.869887500,0.000000000,0.000000000,0.938018376,0.523565930,0.739061336,0.322522970,0.528532406,0.193891234
Rural,County,48239,"Jackson County, TX",1944.121952500,0.000000000,0.000000000,0.993227502,0.766430081,0.929511838,0.582434849,0.771197919,0.497209731
Rural,County,48241,"Jasper County, TX",2258.750130000,0.000000000,0.000000000,0.987502332,0.543835105,0.717729901,0.314400298,0.540850588,0.233025555
Rural,County,48243,"Jeff Davis County, TX",4983.069910000,0.000000000,0.000000000,0.563076013,0.299463093,0.302443561,0.075145853,0.220237592,0.050942758
Rural,County,48245,"Jefferson County, TX",2282.660607500,0.000000000,0.000000000,1.000000000,0.796732961,0.914817037,0.667666467,0.800562964,0.519957547
Rural,County,48247,"Jim Hogg County, TX",2535.142610000,0.000000000,0.000000000,0.997507063,0.454129965,0.748545787,0.213893967,0.577779624,0.146750873
Rural,County,48249,"Jim Wells County, TX",1927.374085000,0.000000000,0.000000000,1.000000000,0.792327030,0.853699858,0.508470871,0.722264728,0.391190294
Rural,County,48251,"Johnson County, TX",1563.134300000,0.000000000,0.000000000,0.996832884,0.913207547,0.954919137,0.829851752,0.906401617,0.719946092
